Tmax,rep,run_t,train_ctr
39438,0,19.977347,165798
81595,1,40.375145,343495
17575,2,8.560995,73771
63921,3,31.420314,268231
7289,4,3.626016,30822
39081,5,19.097384,164130
19204,6,9.378791,81009
12396,7,6.196083,52208
39992,8,20.163290,168128
91948,9,45.963209,386310
41824,10,20.673329,175093
60108,11,30.464544,252605
76263,12,38.172719,321018
28117,13,14.109575,118201
52151,14,25.920368,218928
64773,15,32.217511,272579
41100,16,20.956266,172541
62446,17,31.496076,261762
53754,18,26.865795,226537
59816,19,30.464171,250709
27071,20,13.631348,113814
3353,21,1.712455,14265
43344,22,21.330407,181936
62909,23,31.112629,264573
82730,24,41.494049,346317
65588,25,33.124325,274423
27200,26,13.664980,114741
22034,27,10.948575,92305
72744,28,36.050598,305639
64271,29,32.627289,269312
10042,30,4.949882,42063
15889,31,7.920221,66228
49789,32,25.886503,209751
20064,33,10.012188,84251
58040,34,28.730895,243278
42097,35,20.658918,175778
57676,36,28.927689,242028
31072,37,16.208921,130837
20719,38,10.424787,86928
40264,39,20.348965,169922
29629,40,15.195059,124357
55950,41,27.413113,233548
89739,42,46.595432,377099
31546,43,16.261189,132515
23246,44,12.393797,97703
33766,45,17.410740,142297
70453,46,36.395439,295954
55514,47,29.060803,233338
40911,48,21.585327,172579
28606,49,14.663887,119970
87071,50,43.465215,365716
51751,51,25.732170,217146
52307,52,26.266213,220104
29127,53,14.847480,122868
42175,54,21.109505,177154
17817,55,9.479295,74904
42169,56,21.369703,177072
15810,57,8.010579,66252
32146,58,16.375932,135151
87352,59,44.249847,366497
76968,60,38.711132,325008
48419,61,24.825848,203439
97402,62,48.772809,408796
12476,63,6.143471,52051
34629,64,17.695361,145624
49270,65,26.520679,207019
14242,66,7.053427,59603
29679,67,15.056860,124584
87019,68,44.048007,365663
13208,69,6.665183,55364
80806,70,40.956458,338765
73933,71,37.495719,310664
10307,72,5.147093,43003
59970,73,30.285838,251828
73923,74,37.361053,310290
5696,75,2.957218,24287
29960,76,15.363256,125652
23451,77,11.992674,97917
79900,78,39.697596,334577
8611,79,4.345207,36302
37425,80,18.970953,157177
26935,81,13.491751,112978
21598,82,10.809533,90219
42904,83,21.258906,179602
34733,84,17.593404,145528
97074,85,50.427866,408139
97178,86,49.641744,406656
73314,87,38.003736,307110
43961,88,22.841935,184339
57900,89,31.108664,243318
21385,90,11.152713,90264
28877,91,14.714876,122180
81585,92,42.182868,343211
13297,93,6.621080,56012
26849,94,13.522042,112408
65348,95,33.236287,274314
26671,96,13.914804,112475
90517,97,45.563218,380142
36529,98,18.710597,153402
99251,99,49.984543,417458
