Tmax,rep,run_t,train_ctr
45936,0,23.310738,193181
49054,1,24.394954,206366
7126,2,3.569050,30002
20432,3,10.228501,85797
23144,4,11.503233,97748
97676,5,49.280200,410292
35566,6,18.462454,149399
63974,7,32.635693,267545
18672,8,9.641670,78658
2365,9,1.186380,10020
42487,10,21.227423,178075
21939,11,11.300328,92912
77238,12,39.663619,324479
25718,13,13.027281,108076
33108,14,16.433112,139329
3096,15,1.486091,12711
7335,16,3.812555,30716
32668,17,16.581771,137570
52549,18,26.064531,220394
91611,19,45.869105,385397
19815,20,9.875690,82758
13171,21,6.768192,55699
84043,22,43.526163,353419
54724,23,27.415876,230645
1922,24,0.989806,8264
84215,25,42.328529,352800
22014,26,11.125550,91726
79535,27,40.898925,334920
15890,28,8.157336,66470
15549,29,8.091989,65454
80139,30,42.156275,337062
30749,31,15.983097,129447
61594,32,31.727048,259391
27935,33,14.434889,117340
61172,34,31.354545,257356
25884,35,12.766013,108590
82515,36,42.321211,347019
20201,37,10.175854,84803
16170,38,8.311638,68138
86809,39,45.498459,364616
44476,40,22.424099,186959
1815,41,0.934125,7596
26641,42,13.621814,111644
60563,43,30.888989,254436
8559,44,4.416788,35737
47053,45,23.900678,198033
32932,46,16.822535,138441
92994,47,47.703466,391413
2684,48,1.342106,11125
22724,49,11.465252,95305
38845,50,19.376562,162802
49330,51,24.722163,207231
88318,52,44.794341,371371
78042,53,39.789140,328180
20223,54,10.582294,85191
72415,55,36.809675,305466
57640,56,29.942987,241672
96246,57,49.411626,404174
2497,58,1.242749,10241
11359,59,5.627538,47749
59424,60,29.982631,248961
77951,61,40.669994,327367
35393,62,17.867404,148968
2360,63,1.193917,9921
1545,64,0.865769,6569
43496,65,21.878615,182557
67184,66,34.204694,282241
98228,67,52.725927,412157
88752,68,45.091037,372907
33953,69,16.920578,142424
14401,70,7.239995,60312
32932,71,16.627674,138672
64882,72,32.708078,272099
22720,73,11.830764,94997
86220,74,43.297326,362137
4379,75,2.228343,18428
82017,76,42.940498,344598
71533,77,37.452456,300260
73058,78,37.167477,306756
60095,79,31.197071,251973
65862,80,33.658120,276172
7699,81,3.898250,32138
64298,82,33.690961,270848
82944,83,42.430359,347078
48360,84,24.429186,203231
96468,85,48.318044,404472
50473,86,25.661692,212625
52753,87,26.715687,221257
32635,88,16.564769,136487
97839,89,49.842532,411408
18093,90,9.432458,76090
60037,91,31.017719,253002
26828,92,14.086608,112833
5421,93,2.862217,22364
72595,94,37.671268,304265
58009,95,29.397618,244812
54922,96,28.212096,230869
64149,97,33.570533,269579
58290,98,30.228811,245113
53469,99,28.429785,223871
