seed,deadlock_found,new_constraints,total_constraints,iterations,trains_completed,trains_per_hr,cpu_time
1,1,3,3,4,351,2.0893,0.034
2,1,2,5,3,301,1.7917,0.041
3,0,0,5,1,273,1.6250,0.019
4,0,0,5,1,299,1.7798,0.020
5,0,0,5,1,302,1.7976,0.020
6,0,0,5,1,322,1.9167,0.021
7,0,0,5,1,310,1.8452,0.021
8,0,0,5,1,288,1.7143,0.020
9,0,0,5,1,304,1.8095,0.021
10,0,0,5,1,355,2.1131,0.024
11,0,0,5,1,303,1.8036,0.020
12,0,0,5,1,328,1.9524,0.022
13,0,0,5,1,292,1.7381,0.020
14,0,0,5,1,297,1.7679,0.020
15,0,0,5,1,297,1.7679,0.019
16,0,0,5,1,310,1.8452,0.022
17,0,0,5,1,292,1.7381,0.019
18,0,0,5,1,322,1.9167,0.020
19,0,0,5,1,318,1.8929,0.021
20,0,0,5,1,279,1.6607,0.018
21,0,0,5,1,313,1.8631,0.021
22,0,0,5,1,283,1.6845,0.019
23,0,0,5,1,291,1.7321,0.019
24,0,0,5,1,293,1.7440,0.019
25,0,0,5,1,309,1.8393,0.021
26,0,0,5,1,331,1.9702,0.022
27,0,0,5,1,278,1.6548,0.019
28,0,0,5,1,313,1.8631,0.020
29,0,0,5,1,267,1.5893,0.018
30,0,0,5,1,311,1.8512,0.020
31,0,0,5,1,326,1.9405,0.022
32,0,0,5,1,329,1.9583,0.021
33,0,0,5,1,275,1.6369,0.018
34,0,0,5,1,303,1.8036,0.020
35,0,0,5,1,301,1.7917,0.019
36,0,0,5,1,295,1.7560,0.020
37,0,0,5,1,327,1.9464,0.021
38,0,0,5,1,280,1.6667,0.020
39,0,0,5,1,304,1.8095,0.020
40,0,0,5,1,327,1.9464,0.021
41,0,0,5,1,307,1.8274,0.021
42,0,0,5,1,304,1.8095,0.020
43,0,0,5,1,300,1.7857,0.020
44,0,0,5,1,319,1.8988,0.022
45,0,0,5,1,290,1.7262,0.019
46,0,0,5,1,317,1.8869,0.021
47,0,0,5,1,282,1.6786,0.018
48,0,0,5,1,316,1.8810,0.021
49,0,0,5,1,284,1.6905,0.019
50,0,0,5,1,289,1.7202,0.020
51,0,0,5,1,296,1.7619,0.019
52,0,0,5,1,317,1.8869,0.021
53,0,0,5,1,326,1.9405,0.021
54,0,0,5,1,279,1.6607,0.018
55,0,0,5,1,306,1.8214,0.020
56,0,0,5,1,297,1.7679,0.019
57,0,0,5,1,327,1.9464,0.021
58,0,0,5,1,309,1.8393,0.021
59,0,0,5,1,276,1.6429,0.018
60,0,0,5,1,298,1.7738,0.019
61,0,0,5,1,289,1.7202,0.019
62,0,0,5,1,290,1.7262,0.020
63,0,0,5,1,281,1.6726,0.019
64,0,0,5,1,296,1.7619,0.019
65,0,0,5,1,293,1.7440,0.019
66,0,0,5,1,290,1.7262,0.020
67,0,0,5,1,302,1.7976,0.019
68,0,0,5,1,296,1.7619,0.019
69,0,0,5,1,291,1.7321,0.020
70,0,0,5,1,293,1.7440,0.022
71,0,0,5,1,309,1.8393,0.020
72,0,0,5,1,304,1.8095,0.022
73,0,0,5,1,298,1.7738,0.021
74,0,0,5,1,273,1.6250,0.018
75,0,0,5,1,310,1.8452,0.021
76,0,0,5,1,307,1.8274,0.021
77,0,0,5,1,299,1.7798,0.019
78,0,0,5,1,310,1.8452,0.020
79,0,0,5,1,283,1.6845,0.018
80,0,0,5,1,316,1.8810,0.021
81,0,0,5,1,314,1.8690,0.021
82,0,0,5,1,320,1.9048,0.021
83,0,0,5,1,316,1.8810,0.021
84,0,0,5,1,306,1.8214,0.020
85,0,0,5,1,314,1.8690,0.021
86,0,0,5,1,292,1.7381,0.019
87,0,0,5,1,294,1.7500,0.020
88,0,0,5,1,313,1.8631,0.021
89,0,0,5,1,295,1.7560,0.019
90,0,0,5,1,337,2.0060,0.022
91,0,0,5,1,284,1.6905,0.019
92,0,0,5,1,305,1.8155,0.020
93,0,0,5,1,337,2.0060,0.023
94,0,0,5,1,276,1.6429,0.018
95,0,0,5,1,269,1.6012,0.018
96,0,0,5,1,304,1.8095,0.021
97,0,0,5,1,299,1.7798,0.021
98,0,0,5,1,299,1.7798,0.020
99,0,0,5,1,279,1.6607,0.019
100,0,0,5,1,304,1.8095,0.021
101,0,0,5,1,300,1.7857,0.020
102,0,0,5,1,304,1.8095,0.021
