seed,deadlock_found,new_constraints,total_constraints,iterations,trains_completed,trains_per_hr,avg_wait_time,cpu_time
1,1,12,12,12,968,5.7619,0.7274,1.346
2,1,6,18,7,964,5.7381,0.5303,0.550
3,1,6,24,7,915,5.4464,0.4089,0.772
4,1,5,29,6,902,5.3690,0.4270,0.312
5,1,6,35,7,903,5.3750,0.4539,0.670
6,1,1,36,2,929,5.5298,0.4135,0.166
7,0,0,36,1,909,5.4107,0.4937,0.147
8,1,3,39,4,915,5.4464,0.4015,0.340
9,1,6,45,7,934,5.5595,0.4922,0.366
10,1,2,47,3,951,5.6607,0.6367,0.326
11,1,1,48,2,945,5.6250,0.5206,0.163
12,0,0,48,1,948,5.6429,0.4909,0.143
13,0,0,48,1,886,5.2738,0.4115,0.129
14,1,1,49,2,893,5.3155,0.3812,0.146
15,1,208,257,204,929,5.5298,0.7317,18.081
16,0,0,257,1,933,5.5536,0.4542,0.160
17,0,0,257,1,931,5.5417,0.5821,0.163
18,0,0,257,1,968,5.7619,0.9249,0.188
19,0,0,257,1,913,5.4345,0.4184,0.153
20,0,0,257,1,860,5.1190,0.3552,0.135
21,1,1,258,2,882,5.2500,0.3487,0.242
22,0,0,258,1,881,5.2440,0.3699,0.143
23,0,0,258,1,910,5.4167,0.6071,0.155
24,0,0,258,1,924,5.5000,0.6583,0.172
25,1,1,259,2,949,5.6488,0.4964,0.292
26,0,0,259,1,931,5.5417,0.4936,0.165
27,0,0,259,1,897,5.3393,0.4206,0.180
28,0,0,259,1,899,5.3512,0.4106,0.156
29,1,1,260,2,875,5.2083,0.3536,0.216
30,0,0,260,1,944,5.6190,0.5531,0.171
31,0,0,260,1,959,5.7083,0.4822,0.175
32,0,0,260,1,996,5.9286,0.6692,0.192
33,0,0,260,1,903,5.3750,0.3721,0.158
34,0,0,260,1,881,5.2440,0.3692,0.151
35,0,0,260,1,938,5.5833,0.4157,0.161
36,0,0,260,1,951,5.6607,0.7608,0.190
37,0,0,260,1,922,5.4881,0.4797,0.172
38,0,0,260,1,887,5.2798,0.3562,0.154
39,1,3,263,4,938,5.5833,0.4834,0.615
40,1,1,264,2,943,5.6131,0.5263,0.358
