seed,deadlock_found,new_constraints,total_constraints,iterations,trains_completed,trains_per_hr,avg_wait_time,cpu_time
1,0,0,0,1,535,3.1845,0.1075,0.062
2,0,0,0,1,532,3.1667,0.0974,0.062
3,0,0,0,1,477,2.8393,0.0844,0.058
4,0,0,0,1,473,2.8155,0.0781,0.057
5,1,2,2,3,480,2.8571,0.0899,0.105
6,0,0,2,1,518,3.0833,0.0973,0.060
7,0,0,2,1,481,2.8631,0.0830,0.056
8,0,0,2,1,474,2.8214,0.0758,0.056
9,1,1,3,2,487,2.8988,0.0884,0.096
10,0,0,3,1,541,3.2202,0.1100,0.069
11,0,0,3,1,505,3.0060,0.1042,0.058
12,0,0,3,1,540,3.2143,0.0927,0.063
13,0,0,3,1,495,2.9464,0.0957,0.059
14,1,1,4,2,480,2.8571,0.0923,0.071
15,0,0,4,1,491,2.9226,0.0925,0.057
16,1,1,5,2,525,3.1250,0.1099,0.115
17,0,0,5,1,484,2.8810,0.0847,0.057
18,1,1,6,2,554,3.2976,0.1124,0.110
19,0,0,6,1,501,2.9821,0.0889,0.060
20,0,0,6,1,453,2.6964,0.0745,0.051
21,0,0,6,1,501,2.9821,0.0914,0.058
22,0,0,6,1,483,2.8750,0.0836,0.056
23,0,0,6,1,494,2.9405,0.0964,0.057
24,0,0,6,1,488,2.9048,0.0901,0.058
25,1,2,8,3,517,3.0774,0.1021,0.096
26,0,0,8,1,510,3.0357,0.0933,0.061
27,0,0,8,1,474,2.8214,0.0805,0.055
28,0,0,8,1,513,3.0536,0.0878,0.059
29,0,0,8,1,465,2.7679,0.0803,0.053
30,1,1,9,2,534,3.1786,0.1060,0.113
31,0,0,9,1,517,3.0774,0.0936,0.061
32,0,0,9,1,544,3.2381,0.0991,0.062
33,0,0,9,1,482,2.8690,0.0865,0.054
34,0,0,9,1,496,2.9524,0.0988,0.056
35,0,0,9,1,504,3.0000,0.0972,0.057
36,1,2,11,3,511,3.0417,0.0913,0.164
37,0,0,11,1,513,3.0536,0.1014,0.060
38,0,0,11,1,485,2.8869,0.1015,0.057
39,0,0,11,1,509,3.0298,0.0918,0.058
40,0,0,11,1,507,3.0179,0.1029,0.066
41,0,0,11,1,511,3.0417,0.0976,0.060
42,0,0,11,1,498,2.9643,0.0945,0.058
43,0,0,11,1,469,2.7917,0.0828,0.054
44,0,0,11,1,521,3.1012,0.1218,0.061
45,0,0,11,1,503,2.9940,0.0933,0.058
46,0,0,11,1,521,3.1012,0.0996,0.063
47,0,0,11,1,506,3.0119,0.0871,0.058
48,1,2,13,3,527,3.1369,0.1047,0.087
